Country,Lat,Long,Sample_ID,Plot_ID,tillage_intensity,tillage_intensity_calc,Crop_sp_2017,Crop_2017,Land_use,tillage_no_times,tillage_depth_max_cm,Crop_cover,src,geometry,overlay_id,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20090101_20091231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20080101_20081231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20120101_20121231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20150101_20151231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20100101_20101231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20160101_20161231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20140101_20141231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20070101_20071231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20110101_20111231_eu_epsg.3035_v20231127,bs_glad.landsat.seasconv.m.yearly_sum_30m_s_20130101_20131231_eu_epsg.3035_v20231127,bsf_10years,bsf_10years_agg
Germany,53.336125,13.645535,GE64,BAGA162,0.694539648,50.0,Triticum_aestivum,wheat,Cropland,2,25,0.763157895,amf.fungi cover.crop soc,POINT (4563750.333140988 3364778.645569864),55,16.0,16.0,16.0,0.0,16.0,33.0,0.0,16.0,16.0,16.0,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 0.0, 0.0, 33.0]",14.5
Germany,53.343158,13.79236,GE70,BAQU101,0.694539648,50.0,Triticum_aestivum,wheat,Cropland,2,25,1.0,amf.fungi cover.crop soc,POINT (4573475.716352623 3366061.53631098),56,0.0,16.0,16.0,16.0,16.0,33.0,16.0,16.0,0.0,0.0,"[16.0, 16.0, 0.0, 16.0, 0.0, 16.0, 0.0, 16.0, 16.0, 33.0]",12.9
Germany,53.350577,13.743945,GE58,BAAD021,0.694539648,50.0,Triticum_aestivum,wheat,Cropland,2,25,0.912280702,amf.fungi cover.crop soc,POINT (4570212.784344779 3366718.772223156),57,16.0,16.0,16.0,16.0,16.0,50.0,16.0,16.0,0.0,16.0,"[16.0, 16.0, 16.0, 16.0, 0.0, 16.0, 16.0, 16.0, 16.0, 50.0]",17.8
Germany,53.364539,13.721519,GE61,BABJ122,0.596359766,40.0,Triticum_aestivum,wheat,Cropland,2,20,0.99122807,amf.fungi cover.crop soc,POINT (4568640.996269372 3368193.923235636),58,0.0,16.0,33.0,33.0,16.0,16.0,16.0,16.0,16.0,16.0,"[16.0, 16.0, 0.0, 16.0, 16.0, 33.0, 16.0, 16.0, 33.0, 16.0]",17.8
Germany,54.31162,9.98116,GE13,Bockberg links,0.596359766,40.0,Triticum_aestivum,wheat,Cropland,2,20,0.850877193,amf.fungi cover.crop soc,POINT (4319773.49442613 3467235.316780958),59,16.0,33.0,16.0,33.0,33.0,16.0,33.0,33.0,16.0,16.0,"[33.0, 33.0, 16.0, 33.0, 16.0, 16.0, 16.0, 33.0, 33.0, 16.0]",24.5
Germany,54.312005,9.976471,GE31,V68-3,0.792719531,60.0,Triticum_aestivum,wheat,Cropland,2,30,0.8157894740000001,amf.fungi cover.crop soc,POINT (4319468.249350142 3467278.250254099),60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Germany,54.312008,9.976011,GE34,V68-4,0.792719531,60.0,Triticum_aestivum,wheat,Cropland,2,30,0.850877193,amf.fungi cover.crop soc,POINT (4319438.303214812 3467278.593941761),61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,"[16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.6
Germany,54.312146,9.975575,GE37,V68-5,0.792719531,60.0,Triticum_aestivum,wheat,Cropland,2,30,0.850877193,amf.fungi cover.crop soc,POINT (4319409.92465894 3467293.960532482),62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Germany,54.312154,9.979049,GE16,Bockberg rechts,0.792719531,60.0,Triticum_aestivum,wheat,Cropland,2,30,0.903508772,amf.fungi cover.crop soc,POINT (4319636.083428634 3467294.779850669),63,16.0,16.0,16.0,16.0,33.0,0.0,16.0,16.0,16.0,33.0,"[16.0, 16.0, 16.0, 33.0, 16.0, 16.0, 33.0, 16.0, 16.0, 0.0]",17.8
Germany,54.313605,9.997345,GE22,Hint. Hüttenkrog,0.596359766,40.0,Triticum_aestivum,wheat,Cropland,2,20,0.912280702,amf.fungi cover.crop soc,POINT (4320827.164708515 3467456.057485037),64,0.0,0.0,16.0,0.0,0.0,33.0,0.0,16.0,0.0,0.0,"[16.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 33.0]",6.5
Germany,54.315818,9.986797,GE28,Vord. Hüttenkrog,0.792719531,60.0,Triticum_aestivum,wheat,Cropland,2,30,0.885964912,amf.fungi cover.crop soc,POINT (4320140.556351803 3467702.40261836),65,0.0,0.0,0.0,0.0,0.0,16.0,33.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33.0, 0.0, 16.0]",4.9
Germany,54.31663,9.998858,GE19,Fegefeuer,0.596359766,40.0,Triticum_aestivum,wheat,Cropland,2,20,0.885964912,amf.fungi cover.crop soc,POINT (4320925.663448925 3467792.686758257),66,16.0,0.0,16.0,16.0,16.0,0.0,16.0,0.0,16.0,16.0,"[0.0, 0.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 0.0]",11.2
Germany,54.318436,9.990228,GE25,Nordtrasse,0.596359766,40.0,Triticum_aestivum,wheat,Cropland,2,20,0.877192982,amf.fungi cover.crop soc,POINT (4320363.93588495 3467993.70669625),67,33.0,0.0,16.0,16.0,16.0,16.0,33.0,16.0,0.0,16.0,"[16.0, 0.0, 33.0, 16.0, 0.0, 16.0, 16.0, 33.0, 16.0, 16.0]",16.2
Spain,37.40317,-5.588811,SP6,IFAPA - El Tomejil,0.396359766,15.0,Triticum_durum,wheat,Cropland,1,15,0.394736842,amf.fungi cover.crop soc,POINT (2940640.538940343 1733099.517887056),68,83.0,50.0,50.0,66.0,66.0,100.0,83.0,50.0,66.0,66.0,"[50.0, 50.0, 83.0, 66.0, 66.0, 50.0, 66.0, 83.0, 66.0, 100.0]",68.0
Spain,37.4133,-5.584381,SP5,IFAPA - El Tomejil,0.396359766,15.0,Triticum_durum,wheat,Cropland,1,15,0.412280702,amf.fungi cover.crop soc,POINT (2941228.824282717 1734119.596552928),69,66.0,66.0,83.0,66.0,66.0,66.0,83.0,100.0,83.0,66.0,"[100.0, 66.0, 66.0, 66.0, 83.0, 83.0, 66.0, 83.0, 66.0, 66.0]",74.5
Spain,37.64241,-5.28839,SP2,Guzman,0.596359766,40.0,Triticum_aestivum,wheat,Cropland,2,20,0.575757576,amf.fungi cover.crop soc,POINT (2971530.323057722 1753721.960041883),70,66.0,66.0,83.0,50.0,66.0,66.0,66.0,83.0,33.0,66.0,"[83.0, 66.0, 66.0, 66.0, 33.0, 83.0, 66.0, 66.0, 50.0, 66.0]",64.5
Spain,37.65983,-5.282124,SP3,Guzman,0.596359766,40.0,Triticum_aestivum,wheat,Cropland,2,20,0.545454545,amf.fungi cover.crop soc,POINT (2972417.114739647 1755504.443636029),71,83.0,66.0,66.0,83.0,83.0,50.0,50.0,83.0,50.0,100.0,"[83.0, 66.0, 83.0, 83.0, 50.0, 66.0, 100.0, 50.0, 83.0, 50.0]",71.4
Spain,40.05793,-4.416149,SP9,La Higueruela 1,0.635631719,44.0,Hordeum_vulgare,barley,Cropland,2,22,0.6929824559999999,amf.fungi cover.crop soc,POINT (3092934.06217223 2001925.533349712),72,66.0,66.0,83.0,66.0,50.0,50.0,50.0,66.0,50.0,50.0,"[66.0, 66.0, 66.0, 50.0, 50.0, 83.0, 50.0, 50.0, 66.0, 50.0]",59.7
Spain,40.05874,-4.416166,SP8,La Higueruela 1,0.537451836,34.0,Hordeum_vulgare,barley,Cropland,2,17,0.49122807,amf.fungi cover.crop soc,POINT (3092948.124571354 2002014.146817077),73,50.0,66.0,66.0,66.0,50.0,66.0,50.0,66.0,66.0,50.0,"[66.0, 66.0, 50.0, 50.0, 66.0, 66.0, 50.0, 50.0, 66.0, 66.0]",59.6
Spain,40.06371,-4.420127,SP11,La Higueruela 2,0.753447578,56.0,Hordeum_vulgare,barley,Cropland,2,28,0.570175439,amf.fungi cover.crop soc,POINT (3092710.386399938 2002620.40009917),74,66.0,66.0,83.0,66.0,66.0,50.0,50.0,66.0,66.0,50.0,"[66.0, 66.0, 66.0, 66.0, 66.0, 83.0, 50.0, 50.0, 66.0, 50.0]",62.9
Spain,40.0639,-4.420142,SP12,La Higueruela 2,0.753447578,56.0,Hordeum_vulgare,barley,Cropland,2,28,0.6929824559999999,amf.fungi cover.crop soc,POINT (3092712.761058133 2002641.364516382),75,66.0,66.0,83.0,66.0,66.0,50.0,50.0,66.0,66.0,50.0,"[66.0, 66.0, 66.0, 66.0, 66.0, 83.0, 50.0, 50.0, 66.0, 50.0]",62.9
Spain,40.06727,-3.547293,SP23,La Chimenea,0.596359766,40.0,Hordeum_vulgare,barley,Cropland,2,20,0.622807018,amf.fungi cover.crop soc,POINT (3166196.998912072 1989279.894121265),76,83.0,66.0,66.0,83.0,66.0,83.0,83.0,83.0,50.0,50.0,"[83.0, 66.0, 83.0, 66.0, 50.0, 66.0, 50.0, 83.0, 83.0, 83.0]",71.3
Spain,40.06759,-3.542605,SP24,La Chimenea,0.694539648,50.0,Triticum_aestivum,barley,Cropland,2,25,0.596491228,amf.fungi cover.crop soc,POINT (3166597.55971519 1989243.408934292),77,66.0,83.0,100.0,83.0,83.0,100.0,100.0,100.0,83.0,100.0,"[100.0, 83.0, 66.0, 83.0, 83.0, 100.0, 100.0, 100.0, 83.0, 100.0]",89.8
Spain,40.51566,-3.309169,SP21,La canaleja,0.694539648,50.0,Triticum_aestivum,wheat,Cropland,2,25,0.763157895,amf.fungi cover.crop soc,POINT (3194201.190202523 2034685.134448711),78,100.0,100.0,100.0,83.0,66.0,100.0,66.0,66.0,83.0,83.0,"[66.0, 100.0, 100.0, 66.0, 83.0, 100.0, 83.0, 66.0, 83.0, 100.0]",84.7
Spain,40.51571,-3.309145,SP20,La canaleja,0.694539648,50.0,Triticum_aestivum,wheat,Cropland,2,25,0.535087719,amf.fungi cover.crop soc,POINT (3194204.086794504 2034690.242240764),79,100.0,100.0,100.0,83.0,66.0,100.0,66.0,66.0,83.0,83.0,"[66.0, 100.0, 100.0, 66.0, 83.0, 100.0, 83.0, 66.0, 83.0, 100.0]",84.7
Spain,40.52339,-3.30303,SP18,Imidra,0.8908994139999999,70.0,Triticum_aestivum,wheat,Cropland,2,35,0.543859649,amf.fungi cover.crop soc,POINT (3194852.167323648 2035438.660851447),80,100.0,100.0,100.0,83.0,100.0,100.0,100.0,83.0,100.0,83.0,"[83.0, 100.0, 100.0, 100.0, 100.0, 100.0, 83.0, 100.0, 83.0, 100.0]",94.9
Spain,40.52452,-3.300993,SP17,Imidra,0.8908994139999999,70.0,Triticum_aestivum,wheat,Cropland,2,35,0.48245614,amf.fungi cover.crop soc,POINT (3195042.664868372 2035531.858743723),81,83.0,66.0,100.0,66.0,66.0,66.0,66.0,66.0,50.0,83.0,"[66.0, 66.0, 83.0, 66.0, 50.0, 100.0, 83.0, 66.0, 66.0, 66.0]",71.2
Spain,40.98531,-5.125259,SP27,Ragama,0.8908994139999999,70.0,Hordeum_vulgare,barley,Cropland,2,35,0.6842105259999999,amf.fungi cover.crop soc,POINT (3052126.449065866 2114743.774530629),82,16.0,16.0,66.0,50.0,33.0,33.0,33.0,16.0,66.0,0.0,"[16.0, 16.0, 16.0, 33.0, 66.0, 66.0, 0.0, 33.0, 50.0, 33.0]",32.9
Spain,40.99853,-5.121391,SP26,Ragama,0.8908994139999999,70.0,Hordeum_vulgare,barley,Cropland,2,35,0.614035088,amf.fungi cover.crop soc,POINT (3052714.316325873 2116119.54322007),83,33.0,33.0,33.0,33.0,33.0,33.0,50.0,33.0,33.0,33.0,"[33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 50.0, 33.0, 33.0]",34.7
Spain,41.51923,-4.463892,SP15,Montemayor de Pililla,0.694539648,50.0,Hordeum_vulgare,barley,Cropland,2,25,0.6842105259999999,amf.fungi cover.crop soc,POINT (3117224.147181994 2162136.501280552),84,83.0,100.0,83.0,83.0,83.0,66.0,83.0,66.0,83.0,83.0,"[66.0, 100.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 66.0]",81.3
Spain,41.54509,-4.464584,SP14,Montemayor de Pililla,0.694539648,50.0,Hordeum_vulgare,barley,Cropland,2,25,0.666666667,amf.fungi cover.crop soc,POINT (3117672.936968455 2164970.401406696),85,66.0,33.0,66.0,66.0,16.0,66.0,33.0,50.0,50.0,50.0,"[50.0, 33.0, 66.0, 16.0, 50.0, 66.0, 50.0, 33.0, 66.0, 66.0]",49.6
Spain,41.65816571,2.329518782,SP32,Vallés,0.592719531,25.0,Triticum_aestivum,wheat,Cropland,1,25,0.948275862,amf.fungi cover.crop soc,POINT (3680867.891968604 2094303.076300394),86,33.0,33.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,"[0.0, 33.0, 33.0, 0.0, 0.0, 16.0, 16.0, 0.0, 0.0, 16.0]",11.4
Spain,41.65832,2.319836689,SP33,Vallés,0.631991484,27.0,Triticum_aestivum,wheat,Cropland,1,27,0.763157895,amf.fungi cover.crop soc,POINT (3680064.644082093 2094402.220455646),87,16.0,16.0,16.0,0.0,0.0,16.0,16.0,33.0,16.0,16.0,"[33.0, 16.0, 16.0, 0.0, 16.0, 16.0, 16.0, 16.0, 0.0, 16.0]",14.5
Spain,41.74491,1.511196403,SP30,Calaf,0,0.0,Hordeum_vulgare,barley,Cropland,0,0,0.780701754,amf.fungi cover.crop soc,POINT (3613885.156465609 2111163.845555123),88,50.0,66.0,66.0,66.0,50.0,33.0,50.0,50.0,33.0,50.0,"[50.0, 66.0, 50.0, 50.0, 33.0, 66.0, 50.0, 50.0, 66.0, 33.0]",51.4
Spain,41.74506,1.511950509,SP29,Calaf,0,0.0,Hordeum_vulgare,barley,Cropland,0,0,0.771929825,amf.fungi cover.crop soc,POINT (3613949.402174118 2111173.300583311),89,50.0,33.0,66.0,66.0,16.0,33.0,50.0,50.0,33.0,50.0,"[50.0, 33.0, 50.0, 16.0, 33.0, 66.0, 50.0, 50.0, 66.0, 33.0]",44.7
Sweden,55.66917,13.1027,SW28 SW29,SeLoL1,0.592719531 0.596359766,34.0,wheat barley,wheat barley,Cropland,1.0 2.0,25.0 20.0,0.5333333334,amf.fungi cover.crop soc,POINT (4516279.768194519 3622510.497832405),90,66.0,66.0,33.0,33.0,50.0,33.0,33.0,66.0,33.0,50.0,"[66.0, 66.0, 66.0, 50.0, 33.0, 33.0, 50.0, 33.0, 33.0, 33.0]",46.3
Sweden,58.347769,13.126463,SW15 SW16 SW17 SW18 SW19 SW20 SW21 SW22 SW23 SW24 SW25 SW26,SeLaH1 SeLaH2 SeLaH3 SeLaH4 SeLaH5 SeLaH6 SeLaH7 SeLaH8 SeLaH9 SeLaH10 SeLaH11 SeLaL1,0.596359766 0.592719531 0.694539648,30.83333333333333,barley barley/grass_ley wheat oat,barley wheat oat,,2.0 1.0,20.0 25.0,0.6922514618333334,amf.fungi cover.crop,POINT (4504315.524082573 3920287.679652667),91,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0, 0.0]",1.6
Sweden,59.832631,17.698857,SW1 SW2 SW3 SW4 SW5 SW6 SW7 SW8 SW9 SW10 SW11 SW12 SW13,SeSaH1 SeSaH2 SeSaH3 SeSaH4 SeSaH5 SeSaH6 SeSaH7 SeSaH8 SeSaH9 SeSaH10 SeSaH11 SeSaH12 SeSaL1,0.596359766 0.592719531,27.307692307692307,barley wheat oat,barley wheat oat,Cropland,2.0 1.0,20.0 25.0,0.6288798919230769,amf.fungi cover.crop soc,POINT (4752842.704985146 4104792.242243198),92,0.0,16.0,16.0,50.0,16.0,50.0,50.0,50.0,33.0,33.0,"[50.0, 16.0, 0.0, 16.0, 33.0, 16.0, 33.0, 50.0, 50.0, 50.0]",31.4
Switzerland,46.3987,6.233016,CH55 CH57,,0.898179883 0.796359766,87.5,,wheat,Cropland,4.0 3.0,25,0.912280702,amf.fungi soc,POINT (4031126.336471037 2594623.445985301),94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.10017,8.18855,CH28,Stefan Elmiger,0.596359766,40.0,Triticum_aestivum,wheat,,2,20,0.892857143,amf.fungi cover.crop,POINT (4183388.744534445 2666861.456205664),95,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0]",1.6
Switzerland,47.10571,8.19356,CH31,Jules Rüttimann,0.298179883,10.0,Triticum_aestivum,wheat,,1,10,0.947368421,amf.fungi cover.crop,POINT (4183783.760548369 2667467.417772497),96,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0]",1.6
Switzerland,47.10862,8.17254,CH21,Marbot (Kosterhof),0.760728047,72.0,Triticum_aestivum,wheat,,4,18,1.0,amf.fungi cover.crop,POINT (4182195.168570849 2667829.720449711),97,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0]",1.6
Switzerland,47.1121,8.17744,CH24,Erwin Renggli,0.698179883,60.0,Triticum_aestivum,wheat,,3,20,1.0,amf.fungi cover.crop,POINT (4182576.456175801 2668207.031763211),98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.16695,8.31425,CH28,,,40.0,,,Cropland,2,20,0.892857143,soc,POINT (4193099.126667791 2674052.86744661),99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.16714,8.3826,CH1,Adrian Haggemacher,0.596359766,40.0,Triticum_aestivum,wheat,,2,20,0.912280702,amf.fungi cover.crop,POINT (4198284.447348953 2673958.416678448),100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.17618333,8.3226,CH31,,,10.0,,,Cropland,1,10,0.947368421,soc,POINT (4193754.998404872 2675063.97760665),101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.18377,8.43757,CH12,Heinz u. Barbara Kunz,1,125.0,Triticum_aestivum,wheat,,5,25,0.890909091,amf.fungi cover.crop,POINT (4202492.110118876 2675715.987678164),102,16.0,16.0,16.0,0.0,16.0,0.0,0.0,16.0,33.0,0.0,"[16.0, 16.0, 16.0, 16.0, 33.0, 16.0, 0.0, 0.0, 0.0, 0.0]",11.3
Switzerland,47.18777,8.42846,CH19,Silvio Fürst,0.635631719,44.0,Triticum_aestivum,wheat,,2,22,1.0,amf.fungi cover.crop,POINT (4201810.368982974 2676174.863583189),103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.19244,8.38031,CH4,Marcel Bühler,0.596359766,40.0,Triticum_aestivum,wheat,,2,20,0.964912281,amf.fungi cover.crop,POINT (4198170.17921096 2676772.160078992),104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.19478,8.38354,CH9,,0.6392719529999999,51.0,Triticum_aestivum,wheat,,3,17,0.947368421,amf.fungi,POINT (4198420.571205377 2677026.706907138),105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.19723,8.45037,CH54,Markus Huber,0.635631719,44.0,Triticum_aestivum,wheat,,2,22,0.973684211,amf.fungi cover.crop,POINT (4203493.07036352 2677190.574728526),106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0]",1.6
Switzerland,47.22232,8.04144,CH27,Thomas Baumann,0.596359766,40.0,Triticum_aestivum,wheat,,2,20,1.0,amf.fungi cover.crop,POINT (4172563.019017188 2680710.901509806),107,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,"[0.0, 0.0, 0.0, 16.0, 16.0, 16.0, 16.0, 0.0, 16.0, 0.0]",8.0
Switzerland,47.23418,8.14152,CH40,Markus Wietlisbach,0.498179883,30.0,Triticum_aestivum,wheat,,2,15,0.899082569,amf.fungi cover.crop,POINT (4180178.089269854 2681832.742716557),108,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,"[0.0, 0.0, 0.0, 16.0, 16.0, 16.0, 16.0, 0.0, 16.0, 0.0]",8.0
Switzerland,47.23487,8.11861,CH34,Hansjörg Salm,0.596359766,40.0,Triticum_aestivum,wheat,,2,20,0.776785714,amf.fungi cover.crop,POINT (4178444.447192341 2681953.180729101),109,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,"[0.0, 0.0, 0.0, 16.0, 16.0, 16.0, 16.0, 0.0, 16.0, 0.0]",8.0
Switzerland,47.2351,8.11843,CH30,Lukas Häusler,0.6,45.0,Triticum_aestivum,wheat,,3,15,0.972727273,amf.fungi cover.crop,POINT (4178431.439889478 2681979.071059668),110,0.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,"[0.0, 0.0, 0.0, 16.0, 16.0, 16.0, 16.0, 0.0, 16.0, 0.0]",8.0
Switzerland,47.23526,8.35532,CH51,Peter Nussbaum,0.74109207,68.0,Triticum_aestivum,wheat,,4,17,0.99122807,amf.fungi cover.crop,POINT (4196377.612086121 2681569.763193753),111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.23681,8.13711,CH37,Michael u. Markus Suter,0.635631719,44.0,Triticum_aestivum,wheat,,2,22,0.892857143,amf.fungi cover.crop,POINT (4179851.124471926 2682133.225340857),112,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0]",1.6
Switzerland,47.23968,8.34712,CH48,,0.74109207,68.0,Triticum_aestivum,wheat,,4,17,0.964912281,amf.fungi,POINT (4195766.996318341 2682074.506876348),113,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0]",1.6
Switzerland,47.24805,8.6891,CH36,Stefan Vögeli,0.6392719529999999,51.0,Triticum_aestivum,wheat,,3,17,0.974358974,amf.fungi cover.crop,POINT (4221690.070184025 2682486.045542305),114,33.0,33.0,50.0,50.0,33.0,33.0,66.0,50.0,50.0,66.0,"[50.0, 33.0, 33.0, 33.0, 50.0, 50.0, 66.0, 66.0, 50.0, 33.0]",46.4
Switzerland,47.2503,8.1058,CH42,Alois Huber,0.8,80.0,Triticum_aestivum,wheat,,4,20,1.0,amf.fungi cover.crop,POINT (4177516.486880843 2683691.580496162),115,0.0,0.0,33.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 33.0, 0.0, 0.0, 16.0, 0.0]",4.9
Switzerland,47.25326,8.869,CH49,,0.596359766,40.0,,wheat,,2,20,0.912280702,amf.fungi,POINT (4235326.01277195 2682840.212522727),116,0.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,"[16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 16.0]",4.8
Switzerland,47.25465,8.1538,CH39,André Meyer,0.8,80.0,Triticum_aestivum,wheat,,4,20,0.892156863,amf.fungi cover.crop,POINT (4181163.220249508 2684082.934836894),117,0.0,0.0,16.0,33.0,16.0,0.0,0.0,0.0,16.0,16.0,"[0.0, 0.0, 0.0, 16.0, 16.0, 16.0, 16.0, 0.0, 33.0, 0.0]",9.7
Switzerland,47.25673,8.12742,CH45,Django Hegglin,0.803640234,75.0,Triticum_aestivum,wheat,,5,15,1.0,amf.fungi cover.crop,POINT (4179171.257947188 2684364.085134991),118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.2599,8.2409,CH52,Bühler-Lamprecht,0.596359766,40.0,Triticum_aestivum,wheat,,2,20,0.877192982,amf.fungi cover.crop,POINT (4187772.393394131 2684505.531175079),119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.26514,8.29628,CH7,Hans u. Mathias Frei,0.694539648,50.0,Triticum_aestivum,wheat,,2,25,0.912280702,amf.fungi cover.crop,POINT (4191978.769283758 2684989.517543277),120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
Switzerland,47.26919,8.16119,CH43,Thomas Huwiler,0.655267695,46.0,Triticum_aestivum,wheat,,2,23,0.947368421,amf.fungi cover.crop,POINT (4181761.651674947 2685683.884254889),121,0.0,0.0,0.0,33.0,0.0,0.0,16.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 33.0, 0.0]",4.9
Switzerland,47.27135,8.16309,CH46,Thomas Huwiler,0.655267695,46.0,Triticum_aestivum,wheat,,2,23,1.0,amf.fungi cover.crop,POINT (4181911.251543256 2685920.214566122),122,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,16.0,"[16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 0.0, 16.0, 0.0]",4.8
